,time,atp
0,0,3.1421632193476774
1,1,3.234787151377688
2,3,3.2503547783704683
3,4,2.506661603550711
4,5,2.9117361338350785
5,6,2.054501761642157
6,7,3.031017108175128
7,8,3.379585045610549
8,9,2.955095325816761
9,10,3.70837560193292
10,11,2.8653037917446085
11,12,4.073815314324348
12,13,2.9596674627590676
13,14,3.1377179545740925
14,15,4.283070545322848
15,16,3.567124720982143
16,17,2.763636271158854
17,18,3.804868900576117
18,19,4.254742790670956
19,20,4.148464626736111
20,21,4.526592197702892
21,22,2.5832474582879117
22,23,1.2170563748008327
23,24,1.0260694832637391
