,time,atp
0,0,3.1421632193476774
1,1,3.0345722545276987
2,3,3.441251277923584
3,4,3.3837115380071823
4,5,3.6650544126590567
5,6,2.2652019019265777
6,7,2.5547832524010894
7,8,3.2640081165793413
8,9,2.829197549412393
9,10,4.169614466225228
10,11,2.9187409627503453
11,12,3.767214193383688
12,13,2.609350989846622
13,14,3.4245819627192984
14,15,4.122054390285326
15,16,4.52748786078559
16,17,3.148739262631065
17,18,3.3390161286360063
18,19,2.6262470210364106
19,20,4.5519765218098955
20,21,3.884653535279088
21,22,3.474038375051398
22,23,0.4386936534534801
23,24,2.5869625158477247
