,time,atp
0,0,3.1421632193476774
1,1,3.234787151377688
2,3,3.2503547783704683
3,4,2.506661603550711
4,5,2.9117361338350785
5,6,2.054501761642157
6,7,3.031017108175128
7,8,3.1616990831163196
8,9,2.9536271378800674
9,10,3.6478445463091416
10,11,2.5776663044936785
11,12,3.363203142072771
12,13,3.7298907998167437
13,14,3.479989909439636
14,15,3.8938296924937856
15,16,3.208670876242898
16,17,3.043949800379136
17,18,3.638134991681134
18,19,0.8412394957108931
19,20,1.1606120390050552
20,21,1.9337667577406938
21,22,1.881915724421122
22,23,2.319732063695004
23,24,0.39333238993605524
