,time,atp
0,0,2.8873852436049576
1,1,3.046328348884416
2,3,2.4475195168038093
3,4,2.610570581947885
4,5,3.0496675298455056
5,6,3.242071657764668
6,7,2.2808937474300985
7,8,3.33919116034024
8,9,2.8595208362140485
9,10,3.1889383951822916
10,11,2.783674817207532
11,12,3.5778062608506946
12,13,2.9840498126921107
13,14,3.2058734428591844
14,15,3.1763649195269807
15,16,3.3412521094606635
16,17,3.1463683778373754
17,18,3.172813238099564
18,19,4.787607150607639
19,20,4.865726216634115
20,21,3.807072265625
21,22,3.851870907054228
22,23,2.7312903771033654
23,24,4.086746942429316
