,time,atp
0,0,3.1421632193476774
1,1,3.0345722545276987
2,3,3.441251277923584
3,4,3.3837115380071823
4,5,3.6650544126590567
5,6,2.2652019019265777
6,7,2.5547832524010894
7,8,3.2640081165793413
8,9,2.829197549412393
9,10,4.169614466225228
10,11,2.9187409627503453
11,12,3.1022826163999495
12,13,2.172627188942649
13,14,2.6234743142429786
14,15,4.472741078522246
15,16,2.8302599373510327
16,17,2.7365508208403715
17,18,3.7351124482996325
18,19,4.694853683997845
19,20,5.227366727941177
20,21,3.709663871284965
21,22,5.103730364543636
22,23,3.9942852313701924
23,24,4.5818469555347
