,time,atp
0,0,2.3412816725194654
1,1,2.7558421560138537
2,2,2.2439111049637597
3,3,1.7858749767074316
4,4,2.608994368668441
5,5,2.3312327348066297
6,6,1.8380346859202665
7,7,1.927691792332849
8,8,1.7502017550998263
9,9,2.0765675191346764
10,10,2.181045950275578
11,11,2.3383686749232298
12,12,2.467074615786774
13,13,2.547309056883718
14,14,4.101120471954346
15,15,5.021251404207517
16,16,2.4940213133386298
17,17,3.8861713261567346
18,18,3.4343766837284484
19,19,2.7252428973162615
20,20,4.946915215042037
21,21,3.351813180106027
22,22,2.6080402575041117
23,23,2.547935391649788
24,24,4.3861711610038325
25,25,3.8631268669577206
26,26,3.7675527896521226
27,27,4.718912162032782
28,28,3.4901883355502425
29,29,3.121738351506295
