,time,atp
0,0,2.3412816725194654
1,1,2.7558421560138537
2,2,2.2439111049637597
3,3,1.7858749767074316
4,4,2.608994368668441
5,5,2.3312327348066297
6,6,1.8380346859202665
7,7,1.927691792332849
8,8,1.7502017550998263
9,9,1.9723940965605946
10,10,1.9814936533695509
11,11,2.0926558096197585
12,12,1.9982698059082031
13,13,2.559940613422197
14,14,3.412101033528646
15,15,3.6252472706330128
16,16,2.208918701171875
17,17,3.1186838051707473
18,18,2.684302134863658
19,19,1.8764913807744565
20,20,5.1129644852650316
21,21,3.0233341790492236
22,22,2.843367736463602
23,23,2.5259716557521448
24,24,4.568333579009434
25,25,4.156590531512005
26,26,3.402495987113865
27,27,3.9621154155927836
28,28,2.604054061226223
29,29,2.7580356042361953
