,time,atp
0,0,2.3412816725194654
1,1,2.7558421560138537
2,2,2.2439111049637597
3,3,1.7858749767074316
4,4,2.608994368668441
5,5,2.3312327348066297
6,6,1.8380346859202665
7,7,1.927691792332849
8,8,1.7502017550998263
9,9,2.0765675191346764
10,10,2.181045950275578
11,11,2.3383686749232298
12,12,2.467074615786774
13,13,2.547309056883718
14,14,4.101120471954346
15,15,5.021251404207517
16,16,2.4940213133386298
17,17,4.057422365461077
18,18,3.809930193865741
19,19,0.2913576502378295
20,20,4.103056640625
21,21,2.655010308159722
22,22,2.0443279448009672
23,23,1.0401161290422272
24,24,3.0982249866832388
25,25,2.37375362102802
26,26,1.6842884920081314
27,27,1.5506129964192708
28,28,1.6040825391337818
29,29,1.6040823800223214
