,time,atp
0,0,2.6876834284060847
1,1,2.7018484783987713
2,2,2.266246751124757
3,3,1.9024847389587176
4,4,2.8317654009946844
5,5,2.2372595498728196
6,6,2.37484807076214
7,7,2.2125368739020894
8,8,2.070804001697943
9,9,2.01766116802509
10,10,1.950700200990189
11,11,2.17006787109375
12,12,2.453054254705256
13,13,2.5161102294921873
14,14,3.4667466757954033
15,15,4.216410433308462
16,16,2.115883987014358
17,17,3.1266883333822837
18,18,2.7588013439643673
19,19,0.8892409935426177
20,20,5.526338498163883
21,21,3.2182335486778846
22,22,2.8099302634214745
23,23,2.184723163473195
24,24,3.6410734568927303
25,25,3.5360844930013022
26,26,3.9250724878204
27,27,5.157466223480505
28,28,3.4790985828309546
29,29,2.6867731267755683
