,time,atp
0,0,2.3412816725194654
1,1,2.7558421560138537
2,2,2.2439111049637597
3,3,1.7858749767074316
4,4,2.608994368668441
5,5,2.3312327348066297
6,6,1.8380346859202665
7,7,1.927691792332849
8,8,1.7502017550998263
9,9,1.9723940965605946
10,10,2.052752545771708
11,11,2.2963343168559827
12,12,2.4347894040146314
13,13,2.62421997654381
14,14,3.5852968204095497
15,15,4.442090086675995
16,16,2.2938299493475274
17,17,3.076371423730023
18,18,2.623409132243168
19,19,0.12435998152357361
20,20,4.8413250776973085
21,21,2.997991203539299
22,22,1.8701871546303355
23,23,1.6674757737379808
24,24,3.451573069502668
25,25,3.225617433205629
26,26,3.1413006756756756
27,27,4.327357742021668
28,28,3.0743026733398438
29,29,2.823715828560494
