,time,atp
0,0,2.3412816725194654
1,1,2.7558421560138537
2,2,2.2439111049637597
3,3,1.7858749767074316
4,4,2.608994368668441
5,5,2.3312327348066297
6,6,1.8380346859202665
7,7,1.927691792332849
8,8,1.7502017550998263
9,9,1.9723940965605946
10,10,2.052752545771708
11,11,2.2963343168559827
12,12,2.4347894040146314
13,13,2.62421997654381
14,14,3.5637908400150766
15,15,4.586575245294045
16,16,2.469178612552472
17,17,3.2353318737399195
18,18,2.76357421875
19,19,1.3038355827331543
20,20,4.806399859591014
21,21,3.900705437911184
22,22,2.96566162109375
23,23,2.084852486602531
24,24,5.469260963233742
25,25,4.185875076019835
26,26,5.373893020499466
27,27,7.551188679484578
28,28,3.9436603892933237
29,29,3.020602433139054
