"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4.20924642218247,4.61851447610294,3.29033282330928,5.31225665203937,2.45930573836617,3.70819574808903,3.19554413944842,5.0702532599954,3.78293144412157,4.80569342535895,2.86062269944411,2.96544792679961,3.07627065274404,5.23267453923784,4.82577091411953,4.89733021363593,4.04636368661557,4.40722553526034,3.48105933182037
"2",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,2.56786797971142,2.79688368903266,2.3860891057157,4.04604524452781,3.25469446893948,1.15748136337489,1.568170120467,1.3579276064609,1.33988055060892,1.67686193960684,1.45525006166438,1.5366839240579,1.2231128692627,-9.53916575156282e-17,1.38780169540577
"3",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.4325632288836,3.04022388726893,2.78765514285065,3.75380597795759,3.71504076789407,4.85836044210472,2.46217510957673,2.60043805303539,2.76145784354504,5.58033978767943,4.90183870956053,4.40169071534864,4.05221068404103,6.24630351163903,2.99236797812759
"4",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,3.27082936356707,4.32390853733692,3.15574549961757,4.61109789111946,3.39450635008551,3.99907459077381,2.27792661244633,2.8132615033318,2.68713349420667,3.56113316890967,4.84114778958834,4.67702283357319,4.22497102583962,6.49281011189956,3.52382196931757
"5",4.20924642218247,4.61851447610294,3.29033282330928,4.81164854438744,2.80221450537966,3.96675461989183,2.81773163169943,3.55376536711986,3.09385805483218,4.88890998308049,3.09480899503861,2.51395367561503,2.95382379771707,4.4606809362901,4.72405863917151,5.20525297007166,5.92487581111183,3.5869535558364,4.72120310465495
"6",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,2.94175,3.29010871438419,2.87430701622596,3.41583164342853,3.06842561470446,4.25580739667339,2.52343569422615,2.60872363018733,2.33141563144432,4.00793790817261,4.50184838079637,5.02505080764358,4.30586555847434,5.37313269134751,3.57602821908346
"7",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.4325632288836,3.04022388726893,2.84647488064236,4.43087674170425,3.13419445650077,3.51900227864583,2.78559914118127,2.86125076026247,2.78876627604167,3.93937497718312,4.32547932286416,4.51856064214939,4.32804746043925,6.02881838240713,4.02321968259405
"8",4.20924642218247,4.61851447610294,3.29033282330928,5.31225665203937,2.45930573836617,3.70819574808903,3.19554413944842,4.83652468080874,3.22905018127042,4.65154883104884,2.41058497275076,2.64180186097051,2.68120408332211,5.42155285346799,5.46242438422309,6.24615823997642,3.74740749972684,5.38880208333333,3.77332229614258
"9",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,3.27082936356707,4.32390853733692,3.15574549961757,4.10105503627232,3.11685249708357,4.65480266434263,2.41581238640679,2.62597015380859,2.39211279498644,3.33033608490566,4.14417966499856,3.59587944878472,3.26632023953843,6.01942933808773,2.58557221383759
"10",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,3.15271380389178,3.19688636030076,2.99601640372441,4.60341086316465,3.33531225295294,1.18325362094613,1.19090964577415,2.95425128936767,3.33992674640406,4.75657155890214,4.83540740966797,4.95596409847862,4.37511960921749,6.56314300731489,3.03113651754868
"11",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.53655351911272,3.16484316523204,2.58940972222222,3.44826171875,2.56625955146656,3.2478216686388,2.6957760765439,2.8771340029083,2.4809638685216,3.77368796299178,3.86229949301862,4.08607907926655,3.5040210865162,5.28258768717448,2.66635407792761
"12",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,2.56786797971142,2.79688368903266,2.81242868174677,4.14713134765625,3.22600212998278,1.44873754236082,1.54355103114866,3.46378600481644,3.50875026495882,4.8810722537157,4.58046581127025,5.34351399739583,4.06866927373977,5.12603329940581,2.99074378380409
"13",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,3.27082936356707,4.32390853733692,3.15574549961757,4.10105503627232,3.11685249708357,4.65480266434263,2.32562827043992,2.81849141992947,2.61488447849106,3.7820297161322,4.15784330517834,4.62737165178571,3.51425104555876,6.52703816458683,2.77088349441002
"14",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,3.15271380389178,3.19688636030076,2.99601640372441,4.60341086316465,3.33531225295294,1.18325362094613,1.19090964577415,3.27082970660665,3.37262634277344,4.83808626447405,5.95295190029457,5.09189510909764,4.20902011630771,6.39469450663745,3.00411869172127
"15",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.4325632288836,3.04022388726893,2.78765514285065,3.75380597795759,2.93516672523789,4.15407848909411,2.6569936324139,3.08205879684043,3.35455275673903,5.31096389358108,5.11810540533685,5.05836548844004,4.7965263597893,6.9281201171875,3.27668421128217
"16",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,2.56786797971142,2.79688368903266,2.81242868174677,4.14713134765625,2.74028084948172,2.74666867310973,1.8660888671875,2.62780050406779,2.86854037859582,3.93484558846786,5.06340949918017,5.26441355339159,3.41341371889468,4.80784279959542,2.65916095393719
"17",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,3.15271380389178,3.19688636030076,2.99601640372441,4.60341086316464,3.33531225295294,1.18325362094613,1.19090964577415,3.27082970660666,3.37262634277344,4.46811366317296,6.19260163483796,4.85930385044643,4.09367927672371,4.38865935496795,3.13701597401794
"18",4.20924642218247,4.61851447610294,3.29033282330928,4.81164854438744,2.80221450537966,3.96675461989183,2.81773163169943,3.55376536711986,3.09385805483218,4.88890998308049,3.09480899503861,2.51395367561503,2.95382379771707,4.66030852648677,4.45355320727731,4.32373581489507,4.41552669443983,5.4597668347058,2.66214324206841
"19",4.20924642218247,4.61851447610294,3.29033282330928,4.81164854438744,2.80221450537966,3.96675461989183,3.01287129110919,4.36641143640706,3.30137521249277,3.6968989296565,3.00768844802658,2.90944638459579,2.57893308529184,4.22305992166832,4.9835035783531,4.88511812750668,4.75399753736413,6.22319296131963,3.87535693598728
"20",4.20924642218247,4.61851447610294,3.29033282330928,4.81164854438744,2.80221450537966,3.96675461989183,2.81773163169943,3.55376536711986,2.76460962901915,3.92945216252254,2.49449491500854,2.61420562563563,2.71614600648271,4.17503954016644,4.50258764484585,4.31968028022644,4.27199482714009,6.77594078911675,2.68253373126594
"21",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,3.15271380389178,3.19688636030076,2.99601640372441,4.60341086316464,3.33531225295294,1.18325362094613,1.60408228093928,2.80916332597492,3.53554071931757,3.80021764876995,5.09444080699574,5.54306140048898,4.8783709324828,3.42164649648115,4.53248773619186
"22",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,2.56786797971142,2.79688368903266,2.81242868174677,4.14713134765625,2.74028084948172,2.74666867310973,1.58427881311487,2.6400874211238,3.16906116965288,4.72824968610491,4.58401728924656,3.63452447385204,3.31501609672934,4.9727882786801,2.3082146229091
"23",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,3.15271380389178,3.19688636030076,2.99601640372441,4.05454492932968,3.43420315771988,3.40122311309683,2.58639231035786,2.95052558051215,2.55269821830418,4.3525129711355,4.68192856732537,4.37207393835087,3.74516251318565,6.4714589436849,3.18968165846176
"24",4.20924642218247,4.61851447610294,2.92891317940388,5.06653252963362,3.15271380389178,3.19688636030076,2.99601640372441,4.05454492932968,3.43420315771988,3.40122311309683,2.58639231035786,2.6467176916564,3.03821537412446,4.65473906199137,4.62095033106783,4.34967223210121,4.07232393884355,7.31836743040133,2.96103073480561
"25",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.05567287868924,3.26245372564723,3.20442643402316,3.46332223074777,3.08454513549805,3.34423142070918,3.38433314732143,2.80835776292641,2.79234566717792,4.35146681467692,4.95493392944336,4.68605639887791,4.61179685129703,6.58359190475109,3.73648879874466
"26",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.05567287868924,3.26245372564723,3.20442643402316,3.46332223074777,3.08454513549805,3.34423142070918,3.38433314732143,3.13178507486979,2.9366690442453,4.71732224943888,4.28582630986753,4.22702801165803,3.52932504507212,5.67230161686533,3.08610259509477
"27",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.05567287868924,3.26245372564723,3.25914754746835,4.62994029534557,2.99312410226317,3.29760522240991,2.93970155715942,2.70978878705929,2.27473826688879,3.24152315579928,4.34081674129405,4.28064506284652,4.18258771029386,6.53401276344477,2.86752345419338
"28",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.47786433522294,3.932096472109,3.59435542937248,5.39761857796978,2.95792643229167,2.689194879612,1.52113227321677,2.9282473833133,3.08032761958607,4.02046512533551,4.18939905732734,3.78295492888289,3.55022280978173,6.8524742284751,2.45366136955492
"29",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.05567287868924,3.26245372564723,3.20442643402316,3.46332223074777,3.08454513549805,2.64796113314694,2.94742079912606,2.74316982960138,2.73345557191318,5.46958463737764,5.14759499686105,4.87273848684211,3.91313116498988,3.55508092406449,3.51095148722331
"30",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.53655351911272,3.16484316523204,2.58940972222222,3.44826171875,2.56625955146656,3.73211613926319,2.73089364858774,2.67511585780552,2.65885267800432,5.80479973914639,5.52111703378183,4.80967044830322,4.12170622083876,3.24126612497661,2.97438623998072
"31",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.53655351911272,3.16484316523204,2.58940972222222,3.44826171875,2.56625955146656,3.73211613926319,2.73089364858774,2.67511585780553,2.65885267800432,5.80479973914639,5.44187846936678,4.58411580106638,4.61069515452665,5.0716057233913,3.54439828415547
"32",4.20924642218247,4.61851447610294,2.92891317940388,5.02802661857983,2.53655351911272,3.16484316523204,2.58940972222222,3.44826171875,2.56625955146656,3.73211613926319,2.73089364858774,2.67511585780553,2.65885267800432,5.80479973914639,5.44187846936678,4.58411580106638,4.61069515452665,5.0716057233913,3.36792805989583
"33",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.05567287868924,3.26245372564723,3.25914754746835,4.62994029534557,2.99312410226317,3.29760522240991,2.93970155715942,2.7097887870593,2.27473826688879,3.24152315579928,4.34081674129405,4.88676992563101,3.79431522253788,4.8695166276738,2.94656025279652
"34",4.20924642218247,5.0433038075765,3.65422821044922,6.8736933318662,3.27082936356707,4.32390853733692,3.15574549961757,4.61109789111946,3.39450635008551,3.99907459077381,2.5876701108871,2.81230041878355,2.61326280530992,4.59304964267713,4.73723352100202,4.60382592587071,4.17662596091246,4.09298331782503,2.86437006596919
"35",4.20924642218247,5.0433038075765,4.15473304436221,6.38940522165009,3.05567287868924,3.26245372564723,3.20442643402316,3.46332223074777,3.08454513549805,2.64796113314694,2.94742079912606,2.8703658307185,2.7487981584337,4.88333500327403,5.46821699471309,4.76623340155751,4.92444115942651,6.17944836738782,3.52591294976345
"36",4.20924642218247,4.61851447610294,3.29033282330928,4.81164854438744,2.80221450537966,3.96675461989183,3.01287129110919,4.36641143640706,3.30137521249277,3.6968989296565,3.00768844802658,2.90944638459579,2.57893308529184,4.22305992166832,4.77307410606971,5.09197304465554,4.32900762143342,5.71378140836149,3.46756685697115
