,maxAmp,medianATP,maxATP,minATP,lastATP
0,11.977000372677345,4.227766159663069,12.5690709164268,3.11125583093143,5.06968477037218
1,7.978830602765158,3.33070566175463,7.33523130063657,2.39914083480835,3.45868954072363
2,6.490286846264138,3.94321406966884,7.0360599093967,2.82471225350936,4.23007986886161
3,7.694689958839471,3.478962938375945,5.67373234675481,1.62882262531973,3.65401259202224
4,7.560421379902699,3.43825437347068,5.42476477097196,1.79067764282227,3.76873717645202
5,6.175870171213439,3.4141131553801047,5.50018115234375,2.27719301676882,3.43658340186404
6,8.424353949601254,3.791067696886935,6.35482398692507,1.65400877453032,3.34032383861158
7,7.1717691732023185,3.9153983121630302,6.74201785816866,2.54031942724212,4.33144899398562
8,9.11937500200716,3.850259330369765,7.07803109975961,2.54031942724212,3.8874276968149
9,8.09893434266004,3.5051260526860952,5.42476477097196,2.25163167317708,3.94102783203125
10,4.516747308004934,4.01261035626581,6.35482398692507,2.95238786498552,3.43356183619281
11,11.084925307139343,3.163387876538345,7.42983982705662,0.0,3.20658483055874
12,6.46758145438363,3.8331214018665,6.35482398692507,2.6452263893165,3.3014982983582
13,5.174085386009476,3.2640847542905203,5.42476477097196,2.27719301676882,2.77942508979132
14,5.183198252082782,3.2640847542905203,5.42476477097196,2.27719301676882,2.74872165256076
15,8.19008052701905,4.08771666324375,6.35482398692507,1.65400877453032,3.28109767519194
16,6.66326188802556,3.13838658113144,5.42476477097196,2.1760014125279,2.78891337076823
17,7.555444034482474,3.191742878132035,6.23080570906538,1.87949499422616,3.31501177322766
18,7.221465864861642,3.9153983121630302,6.74201785816866,2.54031942724212,4.08619704755765
19,7.232566458530104,3.92844665086449,7.30136960051781,2.82471225350936,3.76769399642944
20,6.37532969206238,3.859258588786385,6.35482398692507,2.56704596317176,3.83924119015957
21,8.896397016342222,3.7649337935759553,7.07803109975961,2.54031942724212,3.75536003665648
22,7.263498550525696,3.87876568302674,6.35482398692507,2.56704596317176,4.05874763257576
23,7.30069853474615,3.120855342980585,6.23080570906538,1.87949499422616,2.80231280031457
24,7.287700572839208,3.888153065017785,7.10280254760075,3.30092653086488,3.64504859561012
25,8.119949452808118,3.44729071184679,7.22413871887533,2.69198211421811,3.60045112358345
26,5.6902953696333345,3.555129933010885,6.19479044435524,2.50548238046599,3.24223445012019
27,8.934750935956252,3.315320267930285,7.42983982705662,2.81850124049831,3.61141733022837
28,8.982082779292545,4.29491094523482,6.35482398692507,2.56704596317176,4.33503082508349
29,15.861099446785419,3.611887583117065,10.7963454787796,0.0,3.82933299897483
30,6.521947205499296,3.39512453744388,6.35482398692507,2.51359806890073,3.83000977834066
31,7.8999474805651815,3.1703169284513,6.23080570906538,1.87949499422616,3.06877853209714
32,8.121722766191718,3.0663766052153854,5.42476477097196,0.0,2.64017486572266
33,12.083921449053129,3.522506090080215,7.64393318224253,2.54031942724212,3.43163726289394
34,6.015455874083354,3.14634716013536,5.42476477097196,2.25163167317708,2.70729073660714
35,6.71708756155093,3.676321149562345,6.35482398692507,2.6452263893165,3.16888534813597
36,6.524592953830627,3.90483539791054,6.35482398692507,2.6452263893165,5.10599318284255
37,8.035721078055229,3.69185670958922,6.41913532239819,2.48709964752197,3.58856766312211
38,5.899125911994692,3.99097095111705,6.35482398692507,2.6452263893165,4.02734341828719
39,8.45196208597821,3.9301663033663052,6.74201785816866,2.54031942724212,4.56203625865818
40,4.298883569795365,4.104491407124205,6.35482398692507,3.45492919921875,4.4422314453125
41,6.733176993629915,3.9798696256639348,6.35482398692507,2.53079251630591,3.92849626212284
42,7.77908950846527,3.905483809927655,7.2556645320012,2.56704596317176,3.49050518644958
43,6.613160872481536,4.0826733492294,6.35482398692507,2.53079251630591,4.27416112867452
