,maxFreq,medianATP,maxATP,minATP,lastATP
0,11.363636363636365,3.35132853190104,6.62413636247964,2.28807255259731,3.14549763997396
1,5.6818181818181825,3.99455251869248,7.45629045758929,2.62083490210843,2.93517831655649
2,3.7878787878787885,3.43378191829277,7.48579856817671,2.24648999410962,2.62770263671875
3,3.7878787878787885,3.9832371699127,7.20404522235577,2.62083490210843,3.86905128862605
4,3.7878787878787885,3.43809539834744,6.62413636247964,2.41392756082925,4.94268203363186
5,3.7878787878787885,3.21272748154254,6.62413636247964,2.41392756082925,2.81646869637374
6,3.7878787878787885,3.89479837299865,7.20404522235577,2.62083490210843,3.32291351802765
7,3.7878787878787885,3.25586247098619,6.62413636247964,2.41392756082925,2.71727121612172
8,3.7878787878787885,3.31000393039578,6.62413636247964,2.41392756082925,2.97860881526296
9,3.7878787878787885,3.61670733218467,6.62413636247964,2.26315545179173,3.9113489980916
10,3.7878787878787885,3.37308670588981,6.62413636247964,2.38478749192606,3.20883089824788
11,5.6818181818181825,3.19080327631353,6.62413636247964,1.90900368526064,3.00892432960304
12,5.6818181818181825,3.49863342845112,6.62413636247964,2.41392756082925,2.74233059677781
13,3.7878787878787885,3.65892588297526,6.62413636247964,2.54444415118243,3.39985035863416
14,3.7878787878787885,3.61278906533884,7.45629045758929,2.62083490210843,3.67141860278685
15,5.6818181818181825,3.52699364986516,6.62413636247964,2.41392756082925,3.08479424484638
16,3.7878787878787885,4.2431544784672,7.20404522235577,2.57518200541652,5.12032554889547
17,3.7878787878787885,3.24659075055804,6.62413636247964,2.41392756082925,2.69520932152158
18,11.363636363636365,3.67560780477181,6.62413636247964,2.26315545179173,3.31881772933468
19,5.6818181818181825,3.54192657470703,6.62413636247964,2.54444415118243,2.54647732204861
20,3.7878787878787885,3.66982463968211,7.56864755364913,2.62083490210843,3.51412369900902
21,3.7878787878787885,3.71395186690597,7.56864755364913,2.62083490210843,3.57896253797743
22,3.7878787878787885,3.61670733218467,6.62413636247964,2.54444415118243,3.50800390625
23,3.7878787878787885,3.52699364986516,6.62413636247964,2.13161227847106,3.27210100322751
24,5.6818181818181825,3.45726456217632,6.62413636247964,2.41392756082925,4.3154657151964
