"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"21",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.57197747158645,2.38766137099848,2.18521195099133,1.8750820691842,2.02128978767017,2.27212497407356,1.86428745187444,3.36846709669682,3.56929265802557,3.71470293317522,5.72035033540576,2.56065297349591,3.35111425954399,3.19131436190762,0.114869424852274,5.66969193752457,4.70130726207386,3.54160314027955,2.74620001933296,4.47153466379541,3.7497078757616,3.61836772062341,4.62954711914062,3.76344661575427,3.62396715832995
"22",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.33123273480663,1.83803468592027,1.92769179233285,1.75020175509983,1.97239409656059,1.98149365336955,2.09265580961976,1.9982698059082,2.5599406134222,3.41210103352865,3.62524727063301,2.20891870117187,3.62975880456349,3.36872307118428,1.55737216413514,5.27126002956081,3.87145150585092,3.01926245117187,2.71659128289474,3.50533533096314,3.79332862710053,4.03539167131696,5.66133178710937,3.55201619466146,3.62231200280851
"23",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.33123273480663,1.83803468592027,1.92769179233285,1.75020175509983,2.07656751913468,2.23287323638276,2.47090165693681,2.54109422215876,2.37737486792392,3.09582665848405,3.72050392234718,2.36314766362028,3.26651798821742,3.10215735057044,2.02820242267765,4.21690833050272,3.86404334642611,3.45656206031546,2.39071471115639,3.97979872973997,3.65041337775055,3.53033628558168,3.51545064763505,2.61329364776611,2.35593553768691
"24",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.33123273480663,1.83803468592027,1.92769179233285,1.75020175509983,1.97239409656059,2.05275254577171,2.29633431685598,2.43478940401463,2.62421997654381,3.58529682040955,4.44209008667599,2.29382994934753,3.07637142373002,2.62340913224317,0.124359981523574,4.84132507769731,2.9979912035393,1.87018715463034,1.66747577373798,3.52409448242188,2.95043642301086,2.89276282824771,4.53636459783021,3.09766210268622,3.02074977329799
"25",2.68768342840608,2.70184847839877,2.26624675112476,1.90248473895872,2.70609099289467,2.22690641571203,2.31508334847384,2.32123489073481,2.28992645500242,2.01737882173978,1.85614013671875,1.81474485491762,2.12209291338422,2.19468839051294,3.80665361120346,5.23250309309636,2.5300493573809,3.25860535864737,3.25359950418258,0.65815398272346,5.40965270996094,3.49835181421088,3.20461658949263,2.7961114477441,4.65657277487538,3.80504739695582,3.66877327188414,5.16657500906089,3.60883696740415,3.23228446065381
"26",2.34128167251947,2.75584215601385,2.38193262150857,1.6078820076163,2.60696854129914,2.08748264000064,2.17094243958939,2.44674537295387,2.28757397096548,2.58291530009336,2.2732151820007,2.46528096101722,2.15886283407406,2.2591370173863,3.36452794228831,5.10861529181985,2.39692895017078,3.62271774579894,3.30571691001334,0.0982285938905866,5.34056386226366,3.47077493106618,3.14243269295528,2.59243332964819,4.31537000118698,4.30729457310268,3.9531268565827,4.69612823970734,2.78119002448188,2.86455152482551
"27",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.33123273480663,1.83803468592027,1.92769179233285,1.75020175509983,2.07656751913468,2.23287323638276,2.47090165693681,2.54109422215876,1.9980565743853,3.32988161296513,3.79805336660043,2.3089921844672,3.23923303940717,3.45429158948131,0.124484479427337,5.29631907145182,6.18866011348084,3.40834794133346,2.45083346896701,4.53717225970644,4.26670592795801,3.8974267578125,4.51580392020089,3.11728133819177,3.07762908935547
"28",2.68768342840608,2.70184847839877,2.26624675112476,1.90248473895872,2.83176540099468,2.23725954987282,2.37484807076214,2.21253687390209,2.07080400169794,2.01766116802509,1.95070020099019,2.17006787109375,2.45305425470526,2.51611022949219,3.4667466757954,4.21641043330846,2.11588398701436,3.12668833338228,2.75880134396437,0.618830479613138,4.14481689453125,3.3581584348517,2.75686442057292,2.47232541170987,4.1496566039506,3.85890826056985,3.14487940319896,4.68054666154372,2.72860323998236,2.59359431612319
"29",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.57197747158645,2.38766137099848,2.18521195099133,1.8750820691842,2.02128978767017,2.27212497407356,1.86428745187444,3.36846709669682,3.56929265802557,3.71470293317522,5.72035033540576,2.56065297349591,3.35111425954399,3.19131436190762,0.164949902948344,7.06212985131048,4.48629296875,3.51981362951807,2.47593058710513,3.79875859799592,3.47903424536276,3.94383391323469,4.6315128326416,3.19504772777289,3.4468237835428
"30",2.34128167251947,2.75584215601385,2.38193262150857,1.6078820076163,2.60696854129914,2.08748264000064,2.17094243958939,2.44674537295387,2.28757397096548,2.58291530009336,2.2732151820007,2.46528096101722,2.15886283407406,2.2591370173863,3.36452794228831,5.10861529181985,2.39692895017078,3.62271774579894,3.45127518112595,0.171688425540924,6.12035900297619,4.11323627672697,3.24091943517908,2.50011800130208,3.67446440300055,3.87235441662016,3.36758195108442,4.15049160463024,3.57349533331199,3.37070712983044
"31",2.34128167251947,2.75584215601385,2.38193262150857,1.6078820076163,2.60696854129914,2.08748264000064,1.92808470854888,2.11231589015526,1.98429083368581,2.23671289817574,2.40385001046317,2.44346609055621,2.0028785147318,2.084683310019,2.87555104614752,3.57227647569444,1.92625155770706,2.95797766260354,2.96684143066406,0.0562067895423709,5.94921091661096,3.81251327961559,2.75305328369141,2.27231574058533,3.62576718361962,3.47367976262019,3.42858023595328,3.99091266134511,2.95601102564665,2.85458851509354
"32",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.57197747158645,2.38766137099848,2.18521195099133,1.8750820691842,2.16327978859485,2.33198732943148,2.15492592519418,2.50954586851831,2.69530109782795,3.53396534356545,4.17071725137579,2.33929778717376,3.40557484567901,3.15527180054179,0,4.40530988905165,5.16318143956801,3.6177507820776,3.12580990363024,4.67340550278172,4.42441485861073,3.3011435953776,4.49633501838235,2.72591375535534,2.91823718617263
"33",2.34128167251947,2.75584215601385,2.24391110496376,1.78587497670743,2.60899436866844,2.33123273480663,1.83803468592027,1.92769179233285,1.75020175509983,2.07656751913468,2.18104595027558,2.33836867492323,2.46707461578677,2.54730905688372,4.10112047195434,5.02125140420752,2.49402131333863,3.88617132615674,3.43437668372845,2.72524289731626,4.94691521504204,3.35181318010603,2.81291077977462,3.08726760576356,5.22397113935596,4.72485720612282,4.17604357130984,4.5175044952877,3.5830126953125,3.22300772831358
"34",2.68768342840608,2.70184847839877,2.26624675112476,1.90248473895872,2.70609099289467,2.22690641571203,2.31508334847384,2.32123489073481,2.28992645500242,2.01737882173978,1.85614013671875,1.81474485491762,2.12209291338422,2.19468839051294,3.80665361120346,5.23250309309636,2.5300493573809,3.25860535864737,3.25359950418258,0.65815398272346,6.09529983663113,3.84519802133944,3.3331266189004,2.64805813010679,4.34472038172468,3.99724282509039,3.9250255878155,5.39868765817562,5.44813319614955,4.21632090336134
"35",2.68768342840608,2.70184847839877,2.26624675112476,1.90248473895872,2.83176540099468,2.23725954987282,2.37484807076214,2.1518113469503,1.91514288360749,1.7500075188236,1.65198838415225,1.99098665752108,2.53293779161241,2.78982274176666,3.4881974517322,4.02157180944529,2.19283358256022,3.11119937896729,2.75095364100027,0.0500286278551561,4.96766607445407,3.47968107524671,3.18120513091216,2.63233553978705,3.90175611707899,3.57363774867657,3.71450974484707,4.63602461586139,3.13426052794165,2.50830933908937
