,maxFreq,medianATP,maxATP,minATP,lastATP
0,13.793103448275865,2.7039697356467203,5.40965270996094,0.65815398272346,3.78338180763134
1,9.195402298850576,2.638756161644345,4.43694036363979,0.0195619798288113,1.84462780422635
2,9.195402298850576,2.7256499723217447,4.82384186624829,-9.7119604186917e-16,2.8437110790308
3,9.195402298850576,2.71137054501719,5.36389218009479,-1.42397744648813e-17,2.72095027114406
4,9.195402298850576,2.6270829937604496,6.04071916852679,0.657572393547999,2.64517161885246
5,9.195402298850576,2.6042557964982302,4.96807421875,-5.53122783549854e-16,1.96612997190647
6,9.195402298850576,2.694765953402425,5.40965270996094,0.65815398272346,3.14792126071069
7,9.195402298850576,2.7039697356467203,5.26501014248637,6.050956703132001e-16,2.91632165641428
8,9.195402298850576,2.62434031665446,5.52633849816388,0.889240993542618,2.56099720490284
9,1.149425287356322,2.5750442954136,4.77076312295752,1.75020175509983,2.99867939851722
10,9.195402298850576,2.50951939335576,4.730202841592,0.618830479613138,2.24346324375698
11,4.597701149425288,2.978674059213675,6.30020401828973,1.04671112829898,3.03688726362014
12,1.149425287356322,2.608517313086275,5.02125140420752,1.75020175509983,3.78092016962361
13,9.195402298850576,2.71340420561517,5.22925897854478,0.0,3.29632331000434
14,9.195402298850576,2.71340420561517,5.24687834708921,-4.67924224231057e-16,3.50204561880507
15,9.195402298850576,2.5252173159276747,6.1690681094215,0.684828733786559,3.18644326420154
16,11.49425287356322,3.088217337414275,5.72035033540576,0.114869424852274,3.58312697637649
17,1.149425287356322,2.5750442954136,4.43492014815168,1.75020175509983,3.67751504010695
18,4.597701149425288,2.694765953402425,6.09529983663113,0.65815398272346,3.30661054029532
19,3.448275862068966,2.9735782589607354,5.72035033540576,0.114869424852274,3.62396715832995
20,9.195402298850576,2.66279282578159,5.66133178710937,1.55737216413514,3.62231200280851
21,9.195402298850576,2.505997939547785,4.21690833050272,1.75020175509983,2.35593553768691
22,9.195402298850576,2.521891886341535,4.84132507769731,0.124359981523574,3.02074977329799
23,9.195402298850576,2.7039697356467203,5.40965270996094,0.65815398272346,3.23228446065381
24,13.793103448275865,2.599700935473665,5.34056386226366,0.0982285938905866,2.86455152482551
25,9.195402298850576,2.5750442954136,6.18866011348084,0.124484479427337,3.07762908935547
26,9.195402298850576,2.640638872264635,4.68054666154372,0.618830479613138,2.59359431612319
27,11.49425287356322,2.9735782589607354,7.06212985131048,0.164949902948344,3.4468237835428
28,13.793103448275865,2.59494192069625,6.12035900297619,0.171688425540924,3.37070712983044
29,9.195402298850576,2.5252173159276747,5.94921091661096,0.0562067895423709,2.85458851509354
30,9.195402298850576,2.710607426591645,5.16318143956801,0.0,2.91823718617263
31,2.298850574712644,2.740542526665055,5.22397113935596,1.75020175509983,3.22300772831358
32,3.448275862068966,2.694765953402425,6.09529983663113,0.65815398272346,4.21632090336134
33,9.195402298850576,2.694765953402425,4.96766607445407,0.0500286278551561,2.50830933908937
